name,falsePositive,truePositive
frame_2104.jpg,True,False
frame_211.jpg,False,True
frame_212.jpg,False,True
frame_213.jpg,False,True
frame_214.jpg,False,True
frame_2146.jpg,True,False
frame_215.jpg,False,True
frame_2150.jpg,True,False
frame_2151.jpg,True,False
frame_2152.jpg,False,True
frame_2153.jpg,False,True
frame_2154.jpg,False,True
frame_2157.jpg,False,True
frame_2159.jpg,False,True
frame_216.jpg,False,True
frame_2160.jpg,False,True
frame_2161.jpg,False,True
frame_2162.jpg,False,True
frame_2163.jpg,False,True
frame_2164.jpg,False,True
frame_2168.jpg,False,True
frame_2169.jpg,False,True
frame_217.jpg,False,True
frame_2170.jpg,False,True
frame_2173.jpg,False,True
frame_2174.jpg,True,False
frame_2176.jpg,False,True
frame_2177.jpg,False,True
frame_2178.jpg,False,True
frame_2179.jpg,False,True
frame_218.jpg,True,False
frame_2180.jpg,False,True
frame_2181.jpg,False,True
frame_2182.jpg,False,True
frame_2183.jpg,False,True
frame_2184.jpg,True,False
frame_2186.jpg,False,True
frame_2188.jpg,False,True
frame_2189.jpg,True,False
frame_219.jpg,False,True
frame_2190.jpg,True,False
frame_2195.jpg,False,True
frame_22.jpg,False,True
frame_220.jpg,False,True
frame_2219.jpg,True,False
frame_222.jpg,True,False
frame_2220.jpg,False,True
frame_2221.jpg,False,True
frame_2222.jpg,False,True
frame_2223.jpg,False,True
frame_2224.jpg,False,True
frame_2225.jpg,False,True
frame_2226.jpg,False,True
frame_2228.jpg,False,True
frame_2229.jpg,False,True
frame_223.jpg,False,True
frame_2231.jpg,False,True
frame_2234.jpg,True,False
frame_2235.jpg,False,True
frame_2236.jpg,False,True
frame_2238.jpg,False,True
frame_2239.jpg,False,True
frame_224.jpg,True,False
frame_2240.jpg,False,True
frame_2241.jpg,False,True
frame_2242.jpg,False,True
frame_2244.jpg,False,True
frame_2245.jpg,True,False
frame_2246.jpg,False,True
frame_2247.jpg,False,True
frame_2249.jpg,False,True
frame_2250.jpg,False,True
frame_2251.jpg,False,True
frame_2252.jpg,False,True
frame_2253.jpg,False,True
frame_2254.jpg,False,True
frame_2255.jpg,False,True
frame_2256.jpg,False,True
frame_2257.jpg,False,True
frame_2258.jpg,False,True
frame_2259.jpg,False,True
frame_226.jpg,True,False
frame_2260.jpg,False,True
frame_2261.jpg,False,True
frame_2262.jpg,False,True
frame_2263.jpg,False,True
frame_2264.jpg,False,True
frame_2266.jpg,False,True
frame_2267.jpg,False,True
frame_2268.jpg,False,True
frame_2269.jpg,False,True
frame_227.jpg,False,True
frame_2270.jpg,False,True
frame_2271.jpg,False,True
frame_2272.jpg,False,True
frame_2273.jpg,False,True
frame_2274.jpg,False,True
frame_2275.jpg,False,True
frame_2276.jpg,False,True
frame_2279.jpg,False,True
frame_228.jpg,False,True
frame_2280.jpg,True,False
frame_2281.jpg,True,False
frame_2282.jpg,False,True
frame_229.jpg,False,True
frame_2291.jpg,False,True
frame_2292.jpg,True,False
frame_2293.jpg,False,True
frame_2294.jpg,False,True
frame_2295.jpg,False,True
frame_2296.jpg,False,True
frame_2297.jpg,False,True
frame_23.jpg,False,True
frame_230.jpg,False,True
frame_2300.jpg,False,True
frame_2301.jpg,False,True
frame_2306.jpg,False,True
frame_2307.jpg,False,True
frame_2308.jpg,False,True
frame_2309.jpg,False,True
frame_231.jpg,False,True
frame_2310.jpg,False,True
frame_2311.jpg,False,True
frame_2317.jpg,False,True
frame_2318.jpg,False,True
frame_2319.jpg,False,True
frame_232.jpg,False,True
frame_2321.jpg,False,True
frame_2322.jpg,False,True
frame_2323.jpg,False,True
frame_2326.jpg,False,True
frame_2327.jpg,False,True
frame_2328.jpg,False,True
frame_2329.jpg,False,True
frame_233.jpg,True,False
frame_2331.jpg,False,True
frame_2332.jpg,False,True
frame_2333.jpg,False,True
frame_2335.jpg,False,True
frame_2336.jpg,False,True
frame_2337.jpg,False,True
frame_2338.jpg,False,True
frame_2339.jpg,False,True
frame_2341.jpg,False,True
frame_2342.jpg,False,True
frame_2343.jpg,False,True
frame_2345.jpg,False,True
frame_2347.jpg,False,True
frame_2348.jpg,False,True
frame_2349.jpg,False,True
frame_235.jpg,True,False
frame_2351.jpg,False,True
frame_2352.jpg,False,True
frame_2353.jpg,False,True
frame_2354.jpg,False,True
frame_2355.jpg,False,True
frame_2356.jpg,False,True
frame_2357.jpg,False,True
frame_2361.jpg,False,True
frame_2362.jpg,False,True
frame_2364.jpg,False,True
frame_2365.jpg,False,True
frame_2368.jpg,False,True
frame_2369.jpg,False,True
frame_2371.jpg,False,True
frame_2377.jpg,False,True
frame_2378.jpg,True,False
frame_2379.jpg,True,False
frame_2380.jpg,True,False
frame_2381.jpg,True,False
frame_2382.jpg,True,False
frame_2383.jpg,True,False
frame_2384.jpg,True,False
frame_2385.jpg,False,True
frame_2386.jpg,False,True
frame_2387.jpg,False,True
frame_2388.jpg,False,True
frame_2389.jpg,False,True
frame_2390.jpg,False,True
frame_2391.jpg,False,True
frame_2392.jpg,False,True
frame_2393.jpg,False,True
frame_2394.jpg,False,True
frame_2395.jpg,False,True
